shipping_mode_Standard Class,shipping_mode_First Class,shipping_mode_Second Class,order_state,shipping_mode_Same Day,customer_city,market_LATAM,department_id,order_month,order_item_product_price,payment_type_PAYMENT,order_item_profit_ratio,category_id,customer_segment_Corporate,customer_state,customer_segment_Consumer,order_hour,order_item_discount_rate,order_profit_per_order,customer_country_EE. UU.,sales,order_day_of_week,real_shipping_days,order_region,longitude,market_Europe,delivery_outcome
1,0,0,0.7107398745412474,0,0.6176266123984858,0,7,0.9090909090909091,-0.14815622225094038,1,0.9385940632130761,46,0,0.6589139207327455,1,17,-0.6223595435131712,1.1261164537531634,1,0.0,0.0,0.8333333333333333,0.6382978723404256,0.3357782497494355,1,on time
1,0,0,0.6703930084312784,0,0.636180720687763,1,7,0.9090909090909091,-0.14815622225094038,0,0.21295957757466946,46,0,0.6297473944532768,1,23,-0.8337870921119749,0.935131792910912,0,0.25632388007747475,1.0,0.5,0.6325785244704164,0.33577843292400167,0,delayed
1,0,0,0.6377957967044081,0,0.636180720687763,0,3,0.09090909090909091,0.3872882604228345,1,1.0592586919920768,9,0,0.6297473944532768,1,13,-0.3290591744156115,4.179388926890949,0,1.1860384411632199,0.0,0.5,0.6382978723404256,0.31545158795130457,1,early arrival
1,0,0,0.6174240046911602,0,0.636180720687763,1,7,0.36363636363636365,0.8521742240979828,0,-1.1400185767331106,48,0,0.6297473944532768,1,3,-0.6223595435131712,-0.7488241327522426,0,0.0003873688866875939,0.6666666666666666,0.3333333333333333,0.6325785244704164,0.33577839628908845,0,early arrival
1,0,0,0.5444444444454262,0,0.636180720687763,0,7,0.6363636363636364,0.8521742240979828,0,0.12505898608525937,48,0,0.6297473944532768,1,14,-0.3290591744156115,0.48007332499183275,0,0.0003873688866875939,0.16666666666666666,0.3333333333333333,0.5773353751914242,0.3357783596541752,0,on time
1,0,0,0.6345947559312566,0,0.636180720687763,0,7,0.0,1.0944475916832737,0,-0.5964190656691786,43,0,0.6297473944532768,1,12,-0.5215432173711128,-0.054536093124502236,0,0.48080333916294177,0.6666666666666666,0.3333333333333333,0.5773353751914242,0.33577828638434876,0,delayed
1,0,0,0.6253345365537486,0,0.636180720687763,0,4,0.09090909090909091,0.0,0,0.8799414983529085,17,0,0.6297473944532768,1,1,1.0347300809589053,0.9579587629708579,0,0.20826938462934477,0.5,0.3333333333333333,0.5577689243027888,0.33700003875973816,0,early arrival
1,0,0,0.4765990943715767,0,0.5727325064941496,0,4,0.4545454545454545,1.2541771414967011,0,-0.4552143991868559,63,0,0.5197568389057786,0,7,-0.7263955288991464,0.4899441806562913,1,0.8632505691175217,0.16666666666666666,0.5,0.569672131147541,0.33700003875973816,0,delayed
1,0,0,0.5851247312141895,0,0.6253345365537486,0,9,0.36363636363636365,-0.33630699595808716,0,-0.3293116432361277,75,0,0.6297473944532768,1,1,-0.9446773148014583,-0.3920458128863264,0,-1.374815418655972,0.16666666666666666,1.0,0.6129032258064516,0.26560019014985364,0,early arrival
1,0,0,0.6184089723999316,0,0.6734692097919458,1,6,0.6363636363636364,-0.879807812918126,0,-0.6481505035978307,40,0,0.5967213114754099,1,7,-0.7263955288991464,-0.4042541283695046,1,-0.7938140876699661,0.8333333333333333,0.3333333333333333,0.625996015936255,0.30811735159178333,0,delayed
1,0,0,0.6108108111064514,0,0.6383367405218516,0,5,0.5454545454545454,-0.14782577590201715,0,0.9385940632130761,24,0,0.6135492117596932,1,22,-0.06144977363565844,1.4497793105099863,1,0.256800794475782,0.16666666666666666,0.6666666666666666,0.6382978723404256,0.3357779713240949,1,early arrival
1,0,0,0.6897712197733726,0,0.5087478663318747,0,4,0.9999999999999999,0.0,1,-0.07898677825772979,17,0,0.600864553314121,1,11,-0.9446773148014583,-0.27186876359508777,1,-1.095624643260762,1.0,0.8333333333333333,0.569672131147541,0.28497969290124553,0,early arrival
1,0,0,0.48350702887501346,0,0.636180720687763,1,5,0.9090909090909091,-0.33630699595808716,0,-1.5745500601157838,29,1,0.6297473944532768,0,5,0.18333622839707134,-1.157213962079501,0,-0.23776199819750868,0.6666666666666666,0.6666666666666666,0.625996015936255,0.33577839628908845,0,early arrival
1,0,0,0.6049611063587076,0,0.5750000333793301,0,7,0.5454545454545454,-0.14815622225094038,0,-0.2618007270987838,46,0,0.5967213114754099,0,11,-0.6223595435131712,-0.024537587868118278,1,-0.3034800021161141,1.0,0.5,0.6382978723404256,0.2223088963563868,1,on time
1,0,0,0.697065479776292,0,0.636180720687763,0,7,0.8181818181818182,-0.14815622225094038,0,0.258305215190644,46,0,0.6297473944532768,1,3,0.47845678262888736,-0.2925005355745391,0,-1.2261295376007064,0.16666666666666666,0.6666666666666666,0.6289893617021277,0.3357779713240949,0,delayed
1,0,0,0.5835078460572353,0,0.5582169740854764,0,7,0.5454545454545454,1.2541771414967011,0,0.9983619750367242,45,1,0.6169354838707429,0,16,1.0347300809589053,2.2368105251621153,1,0.8632505691175217,0.16666666666666666,0.3333333333333333,0.569672131147541,0.18419417075518402,0,early arrival
0,0,0,0.5479466892496718,1,0.636180720687763,1,7,0.7272727272727273,-0.14815622225094038,0,-0.07898677825772979,46,0,0.6297473944532768,0,5,0.47845678262888736,0.41023374457633077,0,0.25632388007747475,0.16666666666666666,0.6666666666666666,0.625996015936255,0.3357783230192619,0,on time
1,0,0,0.6055059014347545,0,0.636180720687763,0,3,0.09090909090909091,0.3872882604228345,0,-0.5695570272592365,9,0,0.6297473944532768,0,18,-0.06144977363565844,0.14278113656223737,0,0.8631808683654175,0.3333333333333333,0.8333333333333333,0.5773353751914242,0.3357781947970656,0,on time
0,0,1,0.5238098024760103,0,0.5727325064941496,1,7,0.0,-0.14815622225094038,0,0.9983619750367242,46,0,0.5197568389057786,1,19,-0.3290591744156115,-0.1597062756963072,1,-1.2261295376007064,0.5,0.6666666666666666,0.625996015936255,0.27394216138514554,0,delayed
1,0,0,0.6106666666666667,0,0.636180720687763,0,10,0.2727272727272727,1.2541771414967011,0,0.258305215190644,62,1,0.6297473944532768,0,2,0.022551616078169953,1.9859659680684874,0,0.8632505691175217,0.3333333333333333,0.5,0.620253164556962,0.33700003875973816,0,early arrival
0,0,0,0.6912732403675547,1,0.6599628915499317,0,7,0.2727272727272727,1.0944475916832737,0,0.08247931901625005,43,0,0.6350806451612904,1,6,-0.7263955288991464,1.0665002157986865,1,0.48080333916294177,0.5,0.3333333333333333,0.6208718626155878,0.2615269739568996,0,on time
0,0,1,0.5875683486418362,0,0.636180720687763,0,4,0.0,0.5711450722716778,1,0.8799414983529085,18,1,0.6297473944532768,0,5,0.18333622839707134,0.3735378020655228,0,-0.4435837515389202,0.0,0.5,0.5913140311804009,0.3357780665748693,1,on time
1,0,0,0.6587290727181863,0,0.636180720687763,0,5,0.7272727272727273,-0.14782577590201715,1,-0.5695570272592365,24,0,0.6944444444442623,0,11,0.022551616078169953,-0.4287535325248957,0,-1.2258523705051698,0.5,0.5,0.5877437325905293,0.3357780665748693,0,early arrival
1,0,0,0.6637130667120164,0,0.636180720687763,0,7,0.7272727272727273,0.8521742240979828,0,1.1206804172283287,48,0,0.6297473944532768,0,13,0.7423848518891407,0.9020470597511341,0,0.0003873688866875939,1.0,0.5,0.5577689243027888,0.3357779713240949,0,early arrival
1,0,0,0.7120299302037878,0,0.6229499754372075,1,7,0.36363636363636365,1.0944475916832737,0,-0.7439398503231691,43,1,0.5224719228499551,0,17,0.18333622839707134,-0.348940355672183,1,0.48080333916294177,0.5,0.3333333333333333,0.6325785244704164,0.220147289935957,0,delayed
0,1,0,0.656861752729829,0,0.636180720687763,1,3,0.1818181818181818,0.3872882604228345,1,0.7105423580291366,9,0,0.6297473944532768,1,22,-0.06144977363565844,3.3834651550469843,0,1.1860384411632199,0.0,0.6666666666666666,0.625996015936255,0.3357781032097826,0,delayed
0,0,1,0.6231009055275898,0,0.5038285151535468,0,4,0.7272727272727273,0.5711450722716778,1,-0.5695570272592365,18,0,0.6014234875445474,1,19,1.0347300809589053,-0.34648693013164533,1,-0.4435837515389202,0.5,0.6666666666666666,0.5655864122870604,0.26916317725223937,0,delayed
0,0,1,0.6231883454140276,0,0.5490319970713855,1,7,0.5454545454545454,0.8521742240979828,1,-1.205658689395415,48,0,0.6197696126371819,1,20,-0.6223595435131712,-0.8126452780580457,1,0.0003873688866875939,0.16666666666666666,0.3333333333333333,0.625996015936255,0.28109115330590156,0,delayed
1,0,0,0.7475399124643125,0,0.636180720687763,0,3,0.8181818181818182,-0.5908952546260362,0,0.602942765144291,37,1,0.6297473944532768,0,16,0.47845678262888736,-0.01688244743911955,0,-0.7751475226891035,0.8333333333333333,0.6666666666666666,0.5773353751914242,0.3368495645171229,0,delayed
1,0,0,0.6407466263547261,0,0.5650406504065041,1,5,0.9090909090909091,-0.14782577590201715,1,0.9983619750367242,24,0,0.6297473944532768,1,12,0.7423848518891407,0.4672393238839619,0,-0.3030779161196868,0.16666666666666666,0.3333333333333333,0.6325785244704164,0.3357781947970656,0,early arrival
1,0,0,0.5278835884701296,0,0.636180720687763,0,7,0.2727272727272727,-0.14815622225094038,1,-0.5964190656691786,46,1,0.6297473944532768,0,0,-0.4238173719368609,-0.43146455886456864,0,-1.2261295376007064,0.8333333333333333,0.6666666666666666,0.6692913385826772,0.33577817647960906,1,delayed
