sales,order_item_discount,order_item_product_price,order_item_total_amount,order_profit_per_order,order_item_discount_rate,order_item_profit_ratio,latitude,longitude,order_year,order_month,order_day_of_week,real_shipping_days,payment_type_CASH,payment_type_DEBIT,payment_type_PAYMENT,payment_type_TRANSFER,customer_country_EE. UU.,customer_country_Puerto Rico,customer_country_Unknown,customer_segment_Consumer,customer_segment_Corporate,customer_segment_Home Office,market_Africa,market_Europe,market_LATAM,market_Pacific Asia,market_USCA,shipping_mode_First Class,shipping_mode_Same Day,shipping_mode_Second Class,shipping_mode_Standard Class,category_id,customer_city,customer_state,department_id,order_country,order_region,order_state,product_card_id,order_item_quantity,order_hour,delivery_outcome
0.0,-0.4438142509038388,-0.14815622225094038,0.20115288734688327,1.1261164537531634,-0.6223595435131712,0.9385940632130761,0.888431575991829,0.3357782497494355,0.0,0.9090909090909091,0.0,0.8333333333333333,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,46,0.6176266123984858,0.6589139207327455,7,0.666666619316648,0.6382978723404256,0.7107398745412474,1014,4.0,17,on time
0.25632388007747475,-0.7913264628088325,-0.14815622225094038,0.513672747871867,0.935131792910912,-0.8337870921119749,0.21295957757466946,0.5340714173761689,0.33577843292400167,0.0,0.9090909090909091,1.0,0.5,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,46,0.636180720687763,0.6297473944532768,7,0.64971750887207,0.6325785244704164,0.6703930084312784,1014,5.0,23,delayed
1.1860384411632199,0.4919725963276238,0.3872882604228345,1.465702240620153,4.179388926890949,-0.3290591744156115,1.0592586919920768,0.5340670636641024,0.31545158795130457,0.0,0.09090909090909091,0.0,0.5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0.636180720687763,0.6297473944532768,3,0.6880676820298416,0.6382978723404256,0.6377957967044081,191,5.0,13,early arrival
0.0003873688866875939,-0.4436528712033589,0.8521742240979828,0.20158455264774572,-0.7488241327522426,-0.6223595435131712,-1.1400185767331106,0.5341845833375343,0.33577839628908845,0.6666666666666288,0.36363636363636365,0.6666666666666666,0.3333333333333333,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,48,0.636180720687763,0.6297473944532768,7,0.444010220785033,0.6325785244704164,0.6174240046911602,1073,1.0,3,early arrival
0.0003873688866875939,-0.08868768954616724,0.8521742240979828,0.16304213100501294,0.48007332499183275,-0.3290591744156115,0.12505898608525937,0.533247343700973,0.3357783596541752,0.6666666666666288,0.6363636363636364,0.16666666666666666,0.3333333333333333,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,48,0.636180720687763,0.6297473944532768,7,0.6053853296193129,0.5773353751914242,0.5444444444454262,1073,1.0,14,on time
0.48080333916294177,-0.08869708268299945,1.0944475916832737,0.7214713236815048,-0.054536093124502236,-0.5215432173711128,-0.5964190656691786,0.5332382696484552,0.33577828638434876,0.6666666666666288,0.0,0.6666666666666666,0.3333333333333333,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,43,0.636180720687763,0.6297473944532768,7,0.6053853296193129,0.5773353751914242,0.6345947559312566,957,1.0,12,delayed
0.20826938462934477,1.021492362907891,0.0,0.1101997127930891,0.9579587629708579,1.0347300809589053,0.8799414983529085,0.53309511654047,0.33700003875973816,0.33333333333337123,0.09090909090909091,0.5,0.3333333333333333,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,17,0.636180720687763,0.6297473944532768,4,0.5488215488216108,0.5577689243027888,0.6253345365537486,365,4.0,1,early arrival
0.8632505691175217,-0.30494757007574963,1.2541771414967011,1.1761442014869101,0.4899441806562913,-0.7263955288991464,-0.4552143991868559,0.8623223952810039,0.33700003875973816,0.6666666666666288,0.4545454545454545,0.16666666666666666,0.5,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,63,0.5727325064941496,0.5197568389057786,4,0.5425975345911866,0.569672131147541,0.4765990943715767,1350,1.0,7,delayed
-1.374815418655972,-1.30688294019377,-0.33630699595808716,-1.3178098253676465,-0.3920458128863264,-0.9446773148014583,-0.3293116432361277,0.8652843401712581,0.26560019014985364,0.0,0.36363636363636365,0.16666666666666666,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,75,0.6253345365537486,0.6297473944532768,9,0.6053853296193129,0.6129032258064516,0.5851247312141895,1362,1.0,1,early arrival
-0.7938140876699661,-0.8993942712288797,-0.879807812918126,-0.6765825767689486,-0.4042541283695046,-0.7263955288991464,-0.6481505035978307,0.877281566627529,0.30811735159178333,0.0,0.6363636363636364,0.8333333333333333,0.3333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40,0.6734692097919458,0.5967213114754099,6,0.6177829099307159,0.625996015936255,0.6184089723999316,886,4.0,7,delayed
